데이터 시간,시리얼번호,미세먼지 (㎍/㎥),초미세먼지 (㎍/㎥),이산화탄소 (ppm),휘발성유기화합물 (ppb),온도(℃),습도(%),소음(dB),통합실내지수
2024-04-29 17:13,ICW0W2100485,142,39,707,0,25.5,37,68,80
2024-05-10 12:15,ICW0W2100479,21,7,603,28,25.0,31,81,94
2024-05-10 12:14,ICW0W2100467,15,5,,6000,23.4,34,77,62
2024-02-17 23:27,ICW0W2100466,24,9,516,366,19.9,31,55,92
2024-03-18 14:19,ICW0W2100463,33,10,791,935,22.7,21,71,77
2024-05-10 12:14,ICW0W2100462,31,12,72,1384,23.9,32,65,78
2024-05-09 16:06,ICW0W2100460,17,6,703,0,22.5,36,72,100
2024-02-27 19:25,ICW0W2100459,83,34,514,44,19.9,26,66,88
2024-02-28 10:22,ICW0W2100457,12,4,1423,123,18.1,35,67,86
2024-05-09 15:24,ICW0W2100455,13,5,1381,0,23.5,38,64,88
2024-05-10 12:14,ICW0W2001000,17,10,127,98,21.6,41,54,100
2024-05-10 12:14,ICW0W2000996,26,25,334,0,22.1,31,56,95
2024-05-10 12:14,ICW0W2000991,26,16,551,105,22.0,35,63,98
2024-02-20 14:27,ICW0W2000990,3,2,1052,6645,21.0,34,63,71
2024-05-09 18:19,ICW0W2000987,52,21,,84,22.2,35,58,96
2024-05-07 17:45,ICW0W2000983,0,0,111,109,18.1,46,70,100
2024-05-10 12:14,ICW0W2000978,33,20,322,36,21.7,30,52,95
2024-05-10 12:14,ICW0W2000977,25,17,514,98,23.9,32,52,94
2024-05-10 12:14,ICW0W2000974,31,20,1029,436,20.9,43,72,92
2024-05-10 12:14,ICW0W2000973,26,17,347,25,21.9,33,72,96
2024-05-07 15:13,ICW0W2000972,7,5,859,114,23.5,37,66,100
2024-05-10 12:14,ICW0W2000968,10,6,566,3428,29.0,26,62,66
2024-05-10 12:14,ICW0W2000964,21,14,655,322,22.3,34,60,91
2024-05-10 12:14,ICW0W2000956,20,11,989,311,21.5,45,57,98
2024-05-07 17:55,ICW0W2000955,2,1,443,132,20.5,39,63,100
2024-05-10 12:14,ICW0W2000951,16,4,516,392,25.5,40,64,97
2024-04-03 16:18,ICW0W2000944,4,2,1156,4964,23.3,44,83,79
2024-05-10 12:14,ICW0W2000933,22,7,469,95,23.1,36,70,100
2024-05-10 12:14,ICW0W2000926,16,5,30,313,27.9,33,52,90
2024-05-10 12:14,ICW0W2000924,15,5,484,8,24.8,33,55,95
2024-05-10 12:14,ICW0W2000922,30,9,415,10,26.0,38,72,98
2024-05-10 12:14,V01T1623130,1,1,844,177,23.1,39,43,100
2024-05-10 12:14,V01T1623129,29,13,633,137,24.8,36,40,94
2024-05-10 12:14,V01T1623123,16,8,547,140,24.5,34,32,93
2024-03-13 15:23,V01T1623121,55,24,426,132,18.0,22,43,92
2024-05-10 12:13,V01T1623118,1,1,516,149,21.9,36,49,100
2024-03-29 08:06,V01T1623117,177,49,522,133,19.8,26,46,74
2024-05-10 12:14,V01T1623116,17,8,2500,549,23.5,36,36,79
2024-05-10 12:14,V01T1623113,25,12,561,170,25.9,29,47,91
2024-05-10 12:14,V01T1623112,24,11,1199,589,26.0,33,60,78
2024-05-10 12:14,V01T1623109,22,10,2189,126,16.9,58,41,81
2024-05-10 12:14,V01T1623108,44,20,1199,390,25.2,46,49,85
2024-05-10 12:14,V01T1623105,45,20,446,125,22.2,35,30,97
2024-05-10 12:14,V01T1623102,17,8,558,125,25.1,29,30,93
2024-05-10 12:14,V01T1623100,35,16,530,125,22.7,42,44,100
2024-05-07 15:50,ICW0W2000512,1,0,742,647,26.9,38,75,88
2024-05-10 12:14,ICW0W2000507,4,2,811,145,25.4,40,59,100
2024-05-10 12:14,ICW0W2000505,15,6,429,198,22.3,36,56,100
2024-05-10 12:14,ICW0W2000503,17,6,412,187,21.9,38,50,100
2024-05-10 12:14,ICW0W2000501,12,5,400,54,22.1,38,66,100
2024-05-10 12:14,ICW0W2000500,11,6,2500,72,26.2,36,61,79
2024-05-10 12:14,ICW0W2000459,16,6,802,95,22.1,40,58,100
2024-05-10 12:14,ICW0W2000455,28,10,85,123,21.2,35,63,100
2024-05-10 12:14,ICW0W2000447,24,6,410,153,21.0,41,57,100
2024-05-10 12:14,ICW0W2000398,30,11,321,28,23.2,31,64,97
2024-03-31 18:00,ICW0W2000388,4,1,418,150,18.2,34,47,99
2024-03-21 16:09,ICW0W2000382,16,5,500,0,23.3,20,63,98
2024-01-15 14:01,ICW0W2000381,8,2,2500,123,26.0,15,53,72
2024-05-10 12:14,ICW0W2000380,27,10,303,46,22.0,37,51,100
2024-03-13 08:57,ICW0W2000373,68,18,521,107,15.3,34,69,84
2024-05-10 12:14,ICW0W2000287,13,4,938,79,22.4,40,48,100
2023-12-01 13:35,ICW0W2000285,23,4,921,1027,14.7,22,61,70
2024-05-10 12:14,ICW0W2000275,10,3,559,388,22.9,39,49,98
2024-02-27 11:02,ICW0W2000263,15,3,430,42,20.9,24,65,99
2024-05-10 12:14,ICW0W2000262,23,7,421,36,22.4,41,65,100
2024-05-10 12:14,ICW0W2000248,23,7,1416,11,24.4,30,64,79
2024-05-10 12:13,ICW0W2100481,37,14,477,138,23.3,36,63,98
2024-03-14 09:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
2024-05-10 12:13,ICW0W2100582,29,11,575,89,23.7,34,71,95
2024-05-07 15:58,ICW0W2100579,4,0,0,244,26.1,33,69,96
2024-05-10 12:18,ICW0W2100562,19,10,606,269,26.7,27,58,90
2024-05-10 12:13,ICW0W2100560,7,2,894,6000,24.1,35,62,68
2024-04-29 13:56,ICW0W2100488,17,6,514,74,23.6,27,70,97
2024-05-10 13:14,ICW0W2100506,33,13,86,15,31.2,21,56,87
2024-03-14 09:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
2024-05-10 13:14,ICW0W2100582,37,13,579,102,23.9,34,62,93
2024-05-07 15:58,ICW0W2100579,4,0,0,244,26.1,33,69,96
2024-05-10 13:19,ICW0W2100562,20,11,639,433,27.2,27,58,82
2024-05-10 13:14,ICW0W2100560,9,3,824,6000,24.1,34,56,64
2024-05-10 13:14,ICW0W2100549,31,12,478,46,25.0,29,80,92
2024-05-10 13:14,ICW0W2100509,14,5,417,6000,24.6,39,67,69
2024-05-03 12:55,ICW0W2100499,39,14,878,3614,24.6,33,77,66
2024-03-19 13:26,ICW0W2100498,36,13,1781,645,24.5,41,86,77
2024-04-30 13:06,ICW0W2100497,45,17,639,36,25.2,34,63,90
2024-05-10 13:21,ICW0W2100491,13,7,1195,36064,28.0,32,75,55
2024-04-29 17:13,ICW0W2100485,142,39,707,0,25.5,37,68,80
2024-05-10 13:14,ICW0W2100481,34,13,399,49,23.2,35,60,99
2024-05-10 13:15,ICW0W2100479,21,7,376,20,25.2,29,58,95
2024-04-30 11:47,ICW0W2100489,17,7,227,19,23.6,42,73,100
2024-05-10 13:14,ICW0W2100467,12,4,,6000,23.8,33,76,62
2024-02-17 23:27,ICW0W2100466,24,9,516,366,19.9,31,55,92
2024-03-18 14:19,ICW0W2100463,33,10,791,935,22.7,21,71,77
2024-05-10 13:14,ICW0W2100462,35,13,121,0,24.8,25,58,94
2024-05-09 16:06,ICW0W2100460,17,6,703,0,22.5,36,72,100
2024-02-27 19:25,ICW0W2100459,83,34,514,44,19.9,26,66,88
2024-02-28 10:22,ICW0W2100457,12,4,1423,123,18.1,35,67,86
2024-05-09 15:24,ICW0W2100455,13,5,1381,0,23.5,38,64,88
2024-05-07 15:50,ICW0W2000512,1,0,742,647,26.9,38,75,88
2024-05-10 13:14,ICW0W2001000,15,10,78,261,22.4,39,54,100
2024-02-27 11:02,ICW0W2000263,15,3,430,42,20.9,24,65,99
2024-05-10 13:14,ICW0W2000951,11,3,469,606,25.5,40,62,92
2024-05-10 13:14,ICW0W2000956,15,9,1038,489,21.6,45,57,93
2024-05-10 13:14,ICW0W2000996,29,28,425,166,22.6,32,61,92
2024-05-10 13:14,ICW0W2000991,14,9,752,551,22.2,38,65,90
2024-02-20 14:27,ICW0W2000990,3,2,1052,6645,21.0,34,63,71
2024-05-07 17:45,ICW0W2000983,0,0,111,109,18.1,46,70,100
2024-05-07 17:55,ICW0W2000955,2,1,443,132,20.5,39,63,100
2024-05-09 18:19,ICW0W2000987,52,21,,84,22.2,35,58,96
2024-05-10 13:14,ICW0W2000978,34,21,326,23,22.0,28,53,95
2024-05-10 13:14,ICW0W2000922,20,6,524,42,26.1,36,64,98
2024-05-10 13:14,ICW0W2000926,15,5,195,144,28.0,32,53,91
2024-05-10 13:14,ICW0W2000977,29,18,632,132,24.4,33,53,90
2024-05-10 13:14,ICW0W2000933,24,7,718,165,23.6,37,55,98
2024-03-13 08:57,ICW0W2000373,68,18,521,107,15.3,34,69,84
2024-05-10 13:14,ICW0W2000973,18,11,413,25,22.3,33,59,97
2024-05-07 15:13,ICW0W2000972,7,5,859,114,23.5,37,66,100
2024-05-10 13:14,ICW0W2000968,21,14,435,26,28.0,23,59,89
2024-04-03 16:18,ICW0W2000944,4,2,1156,4964,23.3,44,83,79
2024-05-10 13:14,ICW0W2000964,22,15,728,538,22.8,33,62,85
2024-05-10 13:14,ICW0W2000924,15,4,604,23,25.0,35,70,99
2024-05-10 13:14,ICW0W2000505,16,6,371,23,22.9,34,58,99
2024-05-10 13:14,V01T1623100,7,3,683,125,23.1,39,54,100
2024-05-10 13:14,V01T1623130,6,3,846,125,23.1,39,30,100
2024-05-10 13:14,V01T1623129,4,2,554,125,24.6,34,32,95
2024-05-10 13:14,V01T1623123,24,11,553,125,24.1,34,31,92
2024-03-13 15:23,V01T1623121,55,24,426,132,18.0,22,43,92
2024-05-10 13:13,V01T1623118,1,1,484,180,22.4,33,51,98
2024-03-29 08:06,V01T1623117,177,49,522,133,19.8,26,46,74
2024-05-10 13:14,V01T1623116,19,9,2500,141,23.9,36,34,80
2024-05-10 13:14,V01T1623113,193,51,699,128,26.3,29,52,69
2024-05-10 13:14,V01T1623112,41,19,776,125,27.2,30,49,84
2024-05-10 13:14,V01T1623109,15,7,2224,125,17.0,56,42,82
2024-05-10 13:14,V01T1623108,45,20,643,127,25.1,28,42,88
2024-05-10 13:14,V01T1623105,38,17,462,125,22.4,33,30,93
2024-05-10 13:14,V01T1623102,25,12,553,125,25.1,29,31,91
2024-05-10 13:14,ICW0W2000503,19,6,430,194,22.0,38,52,100
2024-05-10 13:14,ICW0W2000455,24,9,96,178,22.1,35,61,100
2024-05-10 13:14,ICW0W2000447,18,5,754,128,21.7,42,59,100
2024-05-10 13:14,ICW0W2000459,17,6,923,104,23.1,39,58,99
2024-05-10 13:14,ICW0W2000507,6,3,743,50,25.4,39,52,99
2024-05-10 13:14,ICW0W2000501,19,7,409,28,22.3,35,66,100
2024-05-10 13:14,ICW0W2000500,12,7,2500,441,27.3,34,66,70
2024-05-10 13:14,ICW0W2000380,25,9,392,100,22.1,37,52,100
2024-05-10 13:14,ICW0W2000275,13,4,661,368,23.4,39,50,97
2024-03-31 18:00,ICW0W2000388,4,1,418,150,18.2,34,47,99
2024-01-15 14:01,ICW0W2000381,8,2,2500,123,26.0,15,53,72
2024-03-21 16:09,ICW0W2000382,16,5,500,0,23.3,20,63,98
2023-12-01 13:35,ICW0W2000285,23,4,921,1027,14.7,22,61,70
2024-05-10 13:14,ICW0W2000287,16,5,957,97,22.6,39,52,99
2024-05-10 13:14,ICW0W2000398,31,11,340,43,24.3,31,61,93
2024-05-10 13:14,ICW0W2000974,29,18,1820,612,21.1,47,49,80
2024-05-10 13:14,ICW0W2000248,26,8,1266,13,25.0,30,65,83
2024-05-10 13:14,ICW0W2000262,25,8,422,28,22.2,39,52,100
2024-04-29 13:56,ICW0W2100488,17,6,514,74,23.6,27,70,97
2024-05-10 13:13,ICW0W2100506,32,12,95,15,31.2,21,58,88
2024-03-14 09:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
2024-05-10 13:13,ICW0W2100582,37,14,598,115,23.9,34,61,93
2024-05-07 15:58,ICW0W2100579,4,0,0,244,26.1,33,69,96
2024-05-10 13:18,ICW0W2100562,21,11,643,449,27.2,27,57,81
2024-04-29 13:56,ICW0W2100488,17,6,514,74,23.6,27,70,97
2024-05-10 14:14,ICW0W2100506,24,9,93,12,32.7,17,59,86
2024-03-14 09:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
2024-05-10 14:14,ICW0W2100582,25,9,512,83,24.1,30,56,93
2024-05-07 15:58,ICW0W2100579,4,0,0,244,26.1,33,69,96
2024-05-10 14:19,ICW0W2100562,17,9,632,271,27.5,24,57,86
2024-05-10 14:14,ICW0W2100560,12,5,651,6000,24.0,33,58,68
2024-05-10 14:14,ICW0W2100549,24,9,651,69,25.7,28,71,92
2024-05-10 14:14,ICW0W2100509,14,5,147,6000,24.6,37,56,71
2024-05-03 12:55,ICW0W2100499,39,14,878,3614,24.6,33,77,66
2024-03-19 13:26,ICW0W2100498,36,13,1781,645,24.5,41,86,77
2024-04-30 13:06,ICW0W2100497,45,17,639,36,25.2,34,63,90
2024-05-10 14:21,ICW0W2100491,12,7,1054,5913,27.7,38,67,68
2024-04-29 17:13,ICW0W2100485,142,39,707,0,25.5,37,68,80
2024-05-10 14:14,ICW0W2100481,22,8,489,16,23.3,30,59,97
2024-05-10 14:14,ICW0W2100479,11,4,533,22,25.4,26,58,95
2024-04-30 11:47,ICW0W2100489,17,7,227,19,23.6,42,73,100
2024-05-10 14:14,ICW0W2100467,12,4,,6000,23.9,31,83,62
2024-02-17 23:27,ICW0W2100466,24,9,516,366,19.9,31,55,92
2024-03-18 14:19,ICW0W2100463,33,10,791,935,22.7,21,71,77
2024-05-10 14:14,ICW0W2100462,24,9,112,7,25.3,25,62,96
2024-05-09 16:06,ICW0W2100460,17,6,703,0,22.5,36,72,100
2024-02-27 19:25,ICW0W2100459,83,34,514,44,19.9,26,66,88
2024-02-28 10:22,ICW0W2100457,12,4,1423,123,18.1,35,67,86
2024-05-09 15:24,ICW0W2100455,13,5,1381,0,23.5,38,64,88
2024-05-07 15:50,ICW0W2000512,1,0,742,647,26.9,38,75,88
2024-05-10 14:14,ICW0W2001000,15,10,70,668,21.9,39,61,91
2024-02-27 11:02,ICW0W2000263,15,3,430,42,20.9,24,65,99
2024-05-10 14:14,ICW0W2000951,10,3,526,372,25.7,39,56,95
2024-05-10 14:14,ICW0W2000956,16,10,1003,1546,21.6,46,51,85
2024-05-10 14:14,ICW0W2000996,24,24,415,136,22.9,31,53,94
2024-05-10 14:14,ICW0W2000991,8,6,736,406,22.4,37,63,94
2024-02-20 14:27,ICW0W2000990,3,2,1052,6645,21.0,34,63,71
2024-05-07 17:45,ICW0W2000983,0,0,111,109,18.1,46,70,100
2024-05-07 17:55,ICW0W2000955,2,1,443,132,20.5,39,63,100
2024-05-09 18:19,ICW0W2000987,52,21,,84,22.2,35,58,96
2024-05-10 14:14,ICW0W2000978,26,17,294,23,21.9,30,48,96
2024-05-10 14:14,ICW0W2000922,12,3,520,55,26.0,36,63,99
2024-05-10 14:14,ICW0W2000926,9,3,153,272,28.3,31,52,90
2024-05-10 14:14,ICW0W2000977,22,15,575,6000,25.1,32,53,63
2024-05-10 14:14,ICW0W2000933,14,4,968,277,23.7,37,54,97
2024-03-13 08:57,ICW0W2000373,68,18,521,107,15.3,34,69,84
2024-05-10 14:14,ICW0W2000973,13,8,456,46,22.2,33,62,98
2024-05-07 15:13,ICW0W2000972,7,5,859,114,23.5,37,66,100
2024-05-10 14:14,ICW0W2000968,18,12,396,24,27.3,23,57,90
2024-04-03 16:18,ICW0W2000944,4,2,1156,4964,23.3,44,83,79
2024-05-10 14:14,ICW0W2000964,28,17,740,446,23.2,33,58,87
2024-05-10 14:14,ICW0W2000924,9,3,608,8,25.2,31,62,95
2024-05-10 14:14,ICW0W2000505,12,5,351,0,23.4,28,59,99
2024-05-10 14:14,V01T1623100,36,17,715,245,23.9,38,35,94
2024-05-10 14:14,V01T1623130,1,1,771,152,23.3,39,41,100
2024-05-10 14:14,V01T1623129,1,1,632,275,24.4,36,39,97
2024-05-10 14:14,V01T1623123,1,1,619,182,25.0,33,44,94
2024-03-13 15:23,V01T1623121,55,24,426,132,18.0,22,43,92
2024-05-10 14:13,V01T1623118,7,3,403,125,23.2,29,32,98
2024-03-29 08:06,V01T1623117,177,49,522,133,19.8,26,46,74
2024-05-10 14:14,V01T1623116,17,8,2500,154,23.9,36,47,81
2024-05-10 14:14,V01T1623113,108,38,760,125,26.6,30,53,79
2024-05-10 14:14,V01T1623112,25,12,626,128,27.0,30,43,91
2024-05-10 14:14,V01T1623109,11,5,2362,125,17.2,56,40,82
2024-05-10 14:14,V01T1623108,35,16,600,198,25.1,25,45,89
2024-05-10 14:14,V01T1623105,44,20,514,293,22.7,35,33,94
2024-05-10 14:14,V01T1623102,4,2,800,303,26.0,28,44,91
2024-05-10 14:14,ICW0W2000503,15,5,486,28,22.5,35,50,100
2024-05-10 14:14,ICW0W2000455,20,7,66,94,22.3,34,60,99
2024-05-10 14:14,ICW0W2000447,7,2,1264,237,22.2,44,62,92
2024-05-10 14:14,ICW0W2000459,14,5,869,56,23.5,36,62,100
2024-05-10 14:14,ICW0W2000507,5,3,768,102,25.3,40,47,100
2024-05-10 14:14,ICW0W2000501,16,6,515,42,22.9,35,63,100
2024-05-10 14:14,ICW0W2000500,9,5,2500,1151,27.7,34,64,62
2024-05-10 14:14,ICW0W2000380,16,5,427,37,22.3,34,56,98
2024-05-10 14:14,ICW0W2000275,8,2,654,217,23.7,37,50,100
2024-03-31 18:00,ICW0W2000388,4,1,418,150,18.2,34,47,99
2024-01-15 14:01,ICW0W2000381,8,2,2500,123,26.0,15,53,72
2024-03-21 16:09,ICW0W2000382,16,5,500,0,23.3,20,63,98
2023-12-01 13:35,ICW0W2000285,23,4,921,1027,14.7,22,61,70
2024-05-10 14:14,ICW0W2000287,15,5,1148,125,23.3,39,52,92
2024-05-10 14:14,ICW0W2000398,16,5,383,31,24.9,27,57,96
2024-05-10 14:14,ICW0W2000974,21,13,2199,558,21.2,48,50,82
2024-05-10 14:14,ICW0W2000248,14,4,2038,15,26.0,27,66,77
2024-05-10 14:14,ICW0W2000262,22,7,497,35,22.3,40,65,100
2024-04-29 13:56,ICW0W2100488,17,6,514,74,23.6,27,70,97
2024-05-10 14:13,ICW0W2100506,24,9,94,12,32.7,18,58,86
2024-03-14 09:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
2024-05-10 14:13,ICW0W2100582,25,9,523,85,24.1,30,56,93
2024-05-07 15:58,ICW0W2100579,4,0,0,244,26.1,33,69,96
2024-05-10 14:18,ICW0W2100562,16,9,627,285,27.5,24,58,86
2024-05-10 15:14,ICW0W2100481,18,7,654,6000,23.3,33,75,67
2024-03-14 09:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
2024-05-10 15:14,ICW0W2100582,19,7,564,36,24.7,30,66,94
2024-05-07 15:58,ICW0W2100579,4,0,0,244,26.1,33,69,96
2024-05-10 15:19,ICW0W2100562,13,6,623,161,27.8,23,58,89
2024-05-10 15:14,ICW0W2100560,11,4,644,6000,24.2,31,73,65
2024-05-10 15:14,ICW0W2100549,19,7,495,49,26.1,27,75,94
2024-05-10 15:14,ICW0W2100509,9,3,318,6000,24.8,38,66,70
2024-05-10 15:14,ICW0W2100506,16,6,27,16,31.8,19,54,87
2024-05-03 12:55,ICW0W2100499,39,14,878,3614,24.6,33,77,66
2024-03-19 13:26,ICW0W2100498,36,13,1781,645,24.5,41,86,77
2024-04-30 13:06,ICW0W2100497,45,17,639,36,25.2,34,63,90
2024-05-10 15:21,ICW0W2100491,11,6,792,1805,27.0,38,74,77
2024-04-30 11:47,ICW0W2100489,17,7,227,19,23.6,42,73,100
2024-04-29 13:56,ICW0W2100488,17,6,514,74,23.6,27,70,97
2024-04-29 17:13,ICW0W2100485,142,39,707,0,25.5,37,68,80
2024-05-10 15:14,ICW0W2100479,8,3,509,16,25.2,25,61,96
2024-05-10 15:14,ICW0W2100467,7,2,,5851,24.2,29,83,60
2024-02-17 23:27,ICW0W2100466,24,9,516,366,19.9,31,55,92
2024-03-18 14:19,ICW0W2100463,33,10,791,935,22.7,21,71,77
2024-05-10 15:14,ICW0W2100462,15,5,22,339,25.7,23,71,94
2024-05-09 16:06,ICW0W2100460,17,6,703,0,22.5,36,72,100
2024-02-27 19:25,ICW0W2100459,83,34,514,44,19.9,26,66,88
2024-02-28 10:22,ICW0W2100457,12,4,1423,123,18.1,35,67,86
2024-05-09 15:24,ICW0W2100455,13,5,1381,0,23.5,38,64,88
2024-05-10 15:14,ICW0W2001000,14,9,99,247,21.8,40,56,100
2024-05-10 15:14,ICW0W2000996,17,16,386,91,23.2,30,54,96
2024-05-10 15:14,ICW0W2000991,5,4,628,305,22.4,36,66,99
2024-02-20 14:27,ICW0W2000990,3,2,1052,6645,21.0,34,63,71
2024-05-09 18:19,ICW0W2000987,52,21,,84,22.2,35,58,96
2024-05-07 17:45,ICW0W2000983,0,0,111,109,18.1,46,70,100
2024-05-10 15:14,ICW0W2000978,16,11,313,21,22.7,27,52,98
2024-05-10 15:14,ICW0W2000977,13,8,555,791,25.1,29,53,80
2024-05-10 15:14,ICW0W2000974,20,13,1344,89,21.4,41,70,90
2024-05-10 15:14,ICW0W2000973,11,7,373,7,22.4,30,63,99
2024-05-07 15:13,ICW0W2000972,7,5,859,114,23.5,37,66,100
2024-05-10 15:14,ICW0W2000968,11,7,363,29,26.2,22,60,96
2024-05-10 15:14,ICW0W2000964,14,9,545,86,23.8,28,65,96
2024-05-10 15:14,ICW0W2000956,15,9,1131,851,21.8,46,67,86
2024-05-07 17:55,ICW0W2000955,2,1,443,132,20.5,39,63,100
2024-05-10 15:14,ICW0W2000951,11,3,881,6000,26.3,39,62,68
2024-04-03 16:18,ICW0W2000944,4,2,1156,4964,23.3,44,83,79
2024-05-10 15:14,ICW0W2000933,8,2,1110,287,23.8,37,63,92
2024-05-10 15:14,ICW0W2000926,7,2,79,50,28.3,28,58,94
2024-05-10 15:14,ICW0W2000924,9,2,678,995,25.7,31,78,76
2024-05-10 15:14,ICW0W2000922,13,3,510,43,26.6,34,64,95
2024-05-10 15:14,V01T1623130,1,1,743,233,23.3,38,30,100
2024-05-10 15:14,V01T1623129,42,19,702,301,25.6,34,39,86
2024-05-10 15:14,V01T1623123,11,5,649,152,25.7,30,32,93
2024-03-13 15:23,V01T1623121,55,24,426,132,18.0,22,43,92
2024-05-10 15:13,V01T1623118,21,10,527,602,23.9,29,43,86
2024-03-29 08:06,V01T1623117,177,49,522,133,19.8,26,46,74
2024-05-10 15:14,V01T1623116,47,21,2428,234,24.5,30,37,70
2024-05-10 15:14,V01T1623113,55,24,644,201,26.5,27,56,86
2024-05-10 15:14,V01T1623112,37,17,663,269,26.9,26,40,87
2024-05-10 15:14,V01T1623109,18,9,2149,127,17.2,55,40,81
2024-05-10 15:14,V01T1623108,10,5,700,300,25.5,27,36,91
2024-05-10 15:14,V01T1623105,12,6,453,164,22.9,32,31,97
2024-05-10 15:14,V01T1623102,10,5,971,558,26.2,28,42,83
2024-05-10 14:37,V01T1623100,5,2,434,125,23.6,34,35,99
2024-05-07 15:50,ICW0W2000512,1,0,742,647,26.9,38,75,88
2024-05-10 15:14,ICW0W2000507,4,2,779,117,25.3,40,48,100
2024-05-10 15:14,ICW0W2000505,12,4,423,51,23.0,32,68,99
2024-05-10 15:14,ICW0W2000503,6,2,646,117,23.2,40,56,100
2024-05-10 15:14,ICW0W2000501,12,4,725,91,23.3,36,77,100
2024-05-10 15:14,ICW0W2000500,7,4,2500,516,27.8,33,64,70
2024-05-10 15:14,ICW0W2000459,12,4,842,81,21.7,38,63,100
2024-05-10 15:14,ICW0W2000455,11,4,73,84,22.7,32,60,100
2024-05-10 15:14,ICW0W2000447,4,1,1818,246,22.9,44,59,86
2024-05-10 15:14,ICW0W2000398,12,4,335,30,25.6,27,62,96
2024-03-31 18:00,ICW0W2000388,4,1,418,150,18.2,34,47,99
2024-03-21 16:09,ICW0W2000382,16,5,500,0,23.3,20,63,98
2024-01-15 14:01,ICW0W2000381,8,2,2500,123,26.0,15,53,72
2024-05-10 15:14,ICW0W2000380,13,4,579,35,23.0,34,58,98
2024-03-13 08:57,ICW0W2000373,68,18,521,107,15.3,34,69,84
2024-05-10 15:14,ICW0W2000287,11,3,972,167,23.9,36,51,99
2023-12-01 13:35,ICW0W2000285,23,4,921,1027,14.7,22,61,70
2024-05-10 15:14,ICW0W2000275,6,2,590,126,24.0,37,49,100
2024-02-27 11:02,ICW0W2000263,15,3,430,42,20.9,24,65,99
2024-05-10 15:14,ICW0W2000262,17,5,478,43,22.4,38,58,100
2024-05-10 15:14,ICW0W2000248,11,3,1291,9,27.1,25,61,80
2024-05-10 15:13,ICW0W2100481,18,6,601,6000,23.3,33,76,67
2024-03-14 09:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
2024-05-10 15:13,ICW0W2100582,19,7,572,40,24.7,30,67,94
2024-05-07 15:58,ICW0W2100579,4,0,0,244,26.1,33,69,96
2024-05-10 15:18,ICW0W2100562,12,6,627,182,27.8,23,58,88
2024-05-10 15:13,ICW0W2100560,13,5,642,6000,24.2,32,65,65
2024-05-10 16:14,ICW0W2100481,88,36,508,982,23.5,33,73,74
2024-03-14 09:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
2024-05-10 16:14,ICW0W2100582,13,5,458,277,25.3,26,73,92
2024-05-07 15:58,ICW0W2100579,4,0,0,244,26.1,33,69,96
2024-05-10 16:19,ICW0W2100562,8,4,644,1136,28.4,20,60,72
2024-05-10 16:14,ICW0W2100560,9,3,491,4037,24.3,27,60,70
2024-05-10 16:14,ICW0W2100549,14,5,536,41,26.3,25,73,95
2024-05-10 16:14,ICW0W2100509,6,2,437,4473,25.2,35,75,74
2024-05-10 16:14,ICW0W2100506,4,1,2594,76,19.8,35,74,83
2024-05-03 12:55,ICW0W2100499,39,14,878,3614,24.6,33,77,66
2024-03-19 13:26,ICW0W2100498,36,13,1781,645,24.5,41,86,77
2024-04-30 13:06,ICW0W2100497,45,17,639,36,25.2,34,63,90
2024-05-10 16:21,ICW0W2100491,5,3,663,60000,25.9,27,62,56
2024-04-30 11:47,ICW0W2100489,17,7,227,19,23.6,42,73,100
2024-04-29 13:56,ICW0W2100488,17,6,514,74,23.6,27,70,97
2024-04-29 17:13,ICW0W2100485,142,39,707,0,25.5,37,68,80
2024-05-10 16:14,ICW0W2100479,4,1,510,17,25.0,23,84,97
2024-05-10 16:14,ICW0W2100467,4,1,,4628,24.4,25,82,64
2024-02-17 23:27,ICW0W2100466,24,9,516,366,19.9,31,55,92
2024-03-18 14:19,ICW0W2100463,33,10,791,935,22.7,21,71,77
2024-05-10 15:36,ICW0W2100462,13,5,78,960,25.7,23,72,79
2024-05-09 16:06,ICW0W2100460,17,6,703,0,22.5,36,72,100
2024-02-27 19:25,ICW0W2100459,83,34,514,44,19.9,26,66,88
2024-02-28 10:22,ICW0W2100457,12,4,1423,123,18.1,35,67,86
2024-05-09 15:24,ICW0W2100455,13,5,1381,0,23.5,38,64,88
2024-05-10 16:14,ICW0W2001000,12,8,59,172,22.9,37,54,100
2024-05-10 16:14,ICW0W2000996,10,10,481,144,23.2,29,55,96
2024-05-10 16:14,ICW0W2000991,7,5,462,25,22.3,31,67,99
2024-02-20 14:27,ICW0W2000990,3,2,1052,6645,21.0,34,63,71
2024-05-09 18:19,ICW0W2000987,52,21,,84,22.2,35,58,96
2024-05-07 17:45,ICW0W2000983,0,0,111,109,18.1,46,70,100
2024-05-10 16:14,ICW0W2000978,12,7,330,32,22.2,26,52,99
2024-05-10 16:14,ICW0W2000977,8,5,559,408,25.1,27,71,88
